Name,Price,Stores,Rating,Votes,Type,Connection,Switches
Razer Blackwidow Ultimate 2017,114.0,0,4.5,2,Keyboard Only,USB,Razer Green
Razer BlackWidow Ultimate Water Resistant,119.0,0,4.6,11,Keyboard Only,USB,Razer Green
Razer Huntsman Black,108.39,28,4.5,27,Keyboard Only,USB,Razer Clicky
Razer Huntsman Elite (Razer Clicky Optical),184.54,15,4.7,58,Keyboard Only,USB,Razer Clicky
Razer Huntsman Elite (Razer Linear Optical),192.85,21,4.7,58,Keyboard Only,USB,Razer Linear
Razer Huntsman Gears 5 Edition (Razer Clicky),119.0,0,0.0,0,Keyboard Only,USB,Razer Clicky
Razer Huntsman Mercury,219.99,0,4.5,27,Keyboard Only,USB,Razer Clicky
Razer Huntsman Mini (Razer Clicky),119.9,4,5.0,1,Keyboard Only,USB,Razer Clicky
Razer Huntsman Quartz Pink,163.9,13,4.5,27,Keyboard Only,USB,Razer Clicky
Razer Huntsman Tournament Edition,124.0,22,4.8,34,Keyboard Only,USB,Razer Linear
Razer Tartarus Pro Black,128.5,19,4.5,4,Keyboard Only,USB,Razer Analog Optical
Rebeltec Imperator,49.0,2,0.0,0,Keyboard Only,USB,Outemu Blue
Rebeltec Liberator,37.4,3,2.5,2,Keyboard Only,USB,Outemu Blue
Redragon Anala K558,55.0,0,5.0,2,Keyboard Only,USB,Outemu Blue
Redragon Aryaman K569,68.0,0,5.0,1,Keyboard Only,USB,Outemu Blue
Redragon Hara,60.0,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon Indrah Black,99.0,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon K505 RGB LED Backlit,28.0,3,5.0,1,Keyboard Only,USB,Pluger Switch
Redragon K553-RGB,59.99,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon K556 RGB,54.01,0,5.0,2,Keyboard Only,USB,Outemu Brown
Redragon K565R Rudra,43.0,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon K576-R,46.9,0,4.3,3,Keyboard Only,USB,Outemu Blue
Redragon Kala RGB LED,48.1,3,4.8,6,Keyboard Only,USB,Outemu Blue
Redragon Kama K578,48.99,0,0.0,0,Keyboard Only,USB,Outemu Brown
Redragon Manyu K579RGB,56.0,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon Mitra K551,55.0,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon Partryusa K570,56.33,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon Rahu,69.0,0,0.0,0,Keyboard Only,USB,Outemu Blue
Redragon Vara RGB,55.0,0,5.0,1,Keyboard Only,USB,Outemu Blue
Redragon Vata K580,61.0,0,4.0,2,Keyboard Only,USB,Outemu Blue
Redragon Visnu R,38.0,0,4.5,2,Keyboard Only,USB,Outemu Red
Redragon Visnu RGB,48.5,2,5.0,4,Keyboard Only,USB,Outemu Blue
Redragon Yama,86.0,0,5.0,7,Keyboard Only,USB,Outemu Brown
Remax XII-J566,47.4,9,0.0,0,Keyboard Only,USB,Outemu Blue
Remax XII-J588,44.4,7,0.0,0,Keyboard Only,USB,Outemu Blue
Remax XII-J599,53.2,7,0.0,0,Keyboard Only,USB,Outemu Blue
Riotoro Ghostwriter Elite (Cherry MX Brown),150.0,0,0.0,0,Keyboard Only,USB,Cherry MX Brown
Riotoro Ghostwriter Prism,115.0,0,0.0,0,Keyboard Only,USB,Cherry MX Brown
Roccat Ryos MK Pro,189.6,0,4.0,5,Keyboard Only,USB,Cherry MX Brown
Roccat Ryos TKL Pro,159.2,0,5.0,1,Keyboard Only,USB,Cherry MX Brown
Roccat Suora FX,149.0,0,5.0,2,Keyboard Only,USB,TTC Brown
Roccat Vulcan 100 Aimo,179.0,2,5.0,1,Keyboard Only,USB,Titan Tactile
Roccat Vulcan 120 Aimo,219.0,0,5.0,3,Keyboard Only,USB,Titan Tactile
Roccat Vulcan 121 Aimo,187.9,4,5.0,1,Keyboard Only,USB,Titan Tactile
Roccat Vulcan 122 AIMO White,187.9,4,1.5,2,Keyboard Only,USB,Titan Tactile
Roccat Vulcan 80,155.0,0,4.0,1,Keyboard Only,USB,Titan Tactile
Sades BNDL-0004,183.47,3,0.0,0,Keyboard Only,USB,Outemu Blue
Sades Frost Staff,65.1,35,0.0,0,Keyboard Only,USB,LK Blue
Sades K13 Sickle (Kailh Blue),39.9,4,4.0,1,Keyboard Only,USB,Kailh Blue
Sades K13 Sickle (Kailh Red),54.73,38,4.0,1,Keyboard Only,USB,Kailh Red
Sandberg FireStorm Mech,70.7,2,0.0,0,Keyboard Only,USB,Outemu Blue
Sandberg Hailstorm Mech Keyboard Uk,81.58,5,5.0,1,Keyboard Only,USB,Outemu Blue
Sandberg RageStorm Mech,44.6,247,0.0,0,Keyboard Only,USB / Wireless,Outemu Blue
Savio Tempest RX Blue (Outemu Blue),28.38,2,0.0,0,Keyboard Only,USB,Outemu Blue
Savio Tempest RX Green (Outemu Brown),28.38,2,5.0,1,Keyboard Only,USB,Outemu Brown
Sharkoon PureWriter RGB (Kailh Blue),76.1,6,4.5,2,Keyboard Only,USB,Kailh Blue
Sharkoon PureWriter RGB (Kailh Red),79.12,4,4.5,2,Keyboard Only,USB,Kailh Red
Sharkoon PureWriter TKL RGB,77.98,3,5.0,1,Keyboard Only,USB,Kailh Blue
Sharkoon PureWriter TKL RGB (Kailh Red),69.99,2,5.0,1,Keyboard Only,USB,Kailh Red
Sharkoon Shark Zone MK80,83.01,2,0.0,0,Keyboard Only,USB,Kailh Red
Sharkoon Skiller Mech SGK3 (Kailh Blue),63.0,1,5.0,1,Keyboard Only,USB,Kailh Blue
Sharkoon Skiller Mech SGK3 (Kailh Brown),64.37,11,4.9,15,Keyboard Only,USB,Kailh Brown
Sharkoon Skiller Mech SGK3 (Kailh Red),63.87,13,4.9,15,Keyboard Only,USB,Kailh Red
SilentiumPC GK530 Tournament (Kailh Blue),51.0,0,0.0,0,Keyboard Only,USB,Kailh Blue
Spartan Gear Cyclops,34.98,11,4.4,13,Keyboard Only,USB,Outemu Blue
Spartan Gear Lochos (Xinda Blue),27.8,3,5.0,1,Keyboard Only,USB,Xinda Blue
Spartan Gear Minotaur,19.98,10,4.5,13,Keyboard Only,USB,Outemu Blue
SpeedLink Ultor Illuminated,92.7,3,5.0,1,Keyboard Only,USB,Kailh Red
Spirit of Gamer CLA-XK500,44.5,14,0.0,0,Keyboard Only,USB,Outemu Blue
Spirit of Gamer Single Hand,39.9,11,0.0,0,Keyboard Only,USB,Outemu Blue
Spirit of Gamer Xpert G700,69.5,3,5.0,2,Keyboard Only,USB,Outemu Blue
SteelSeries Apex 5,132.9,12,5.0,2,Keyboard Only,USB,SteelSeries Hybrid Mechanical
SteelSeries Apex 7,159.98,11,3.0,2,Keyboard Only,USB,SteelSeries Red
SteelSeries Apex 7 TKL (Steelseries Blue),189.0,0,4.0,1,Keyboard Only,USB,SteelSeries Blue
SteelSeries Apex 7 TKL (Steelseries Red),149.9,10,4.0,1,Keyboard Only,USB,SteelSeries Red
SteelSeries Apex M750,109.99,6,3.7,9,Keyboard Only,USB,SteelSeries QX2
SteelSeries Apex Pro,230.0,7,4.7,10,Keyboard Only,USB,SteelSeries OmniPoint
SteelSeries Apex Pro TKL,209.9,0,5.0,5,Keyboard Only,USB,SteelSeries OmniPoint
Thermaltake Challenger Edge Pro,57.8,0,0.0,0,Keyboard Only,USB,Outemu Blue
Thermaltake ESPORTS Challenger Edge RGB,57.5,0,0.0,0,Keyboard Only,USB,Outemu Blue
Thermaltake Level 20 RGB (Cherry MX Blue),124.25,1,0.0,0,Keyboard Only,USB,Cherry MX Blue
Thermaltake Level 20 RGB (Cherry MX Speed),126.79,2,0.0,0,Keyboard Only,USB,Cherry MX Speed
Thermaltake Meka Pro Lite,85.9,1,0.0,0,Keyboard Only,USB,Cherry MX Blue
Thermaltake Neptune PRO,70.92,2,0.0,0,Keyboard Only,USB,TTC Brown
Tronsmart TK09R RGB,69.01,0,4.0,1,Keyboard Only,USB,Outemu Blue
Trust GXT 845 Tural,40.0,0,4.3,3,Keyboard Only,USB,Outemu Blue
Trust GXT 850 Metal,39.9,0,4.7,3,Keyboard Only,USB,Outemu Red
Trust GXT 865 Asta,49.69,13,5.0,3,Keyboard Only,USB,GTX Red
Trust GXT 870,59.98,2,4.0,5,Keyboard Only,USB,GTX White
Trust GXT 890,67.0,3,4.0,21,Keyboard Only,USB,Outemu Red
Turbo-X Nemesis N60 (Custom Blue),49.9,0,0.0,0,Keyboard Only,USB,Outemu Blue
White Shark Legionnaire (Outemu Blue),47.99,0,0.0,0,Keyboard Only,USB,Outemu Blue
Xtrike Me GK-979 (Custom Blue),23.29,3,4.5,2,Keyboard Only,USB,Outemu Blue
Xtrike Me GK-980,24.8,2,5.0,2,Keyboard Only,USB,Outemu Blue
Zalman ZM-K700M,113.9,1,0.0,0,Keyboard Only,USB,Cherry MX Red
Zalman ZM-K900M,93.9,1,5.0,1,Keyboard Only,USB,Kailh Blue
Zeroground KB-2400G Taigen v2.0,43.8,69,4.4,38,Keyboard Only,USB,Outemu Blue
Zeroground KB-2600G Simeto,29.99,54,4.3,22,Keyboard Only,USB,Outemu Blue
Zeroground KB-2700G Sakimo,43.99,64,4.6,8,Keyboard Only,USB,Outemu Blue
Zeroground KB-2800G Satomi,53.99,59,4.6,27,Keyboard Only,USB,Outemu Red
Zeroground Taigen KB-2000G,71.99,2,4.2,10,Keyboard Only,USB,Outemu Blue
