Name; Price ;Stores;Rating;Votes;Type;Connection;Switches
Turbo-X T 400;29,90;0;0.0;0;Keyboard with Touchpad;USB;Membrane
Turbo-X T 400;29,90;0;0.0;0;Keyboard with Touchpad;USB;Membrane
uGo 4in1 Office Set;17,90;2;1.0;1;Keyboard and Mouse Set;USB;Membrane
uGo 4in1 Office Set;17,90;2;1.0;1;Keyboard and Mouse Set;USB;Membrane
UKB-500 Keyboard;13,90;2;0.0;0;Keyboard with Touchpad;USB;Membrane
UKB-500 Keyboard;13,90;2;0.0;0;Keyboard with Touchpad;USB;Membrane
Universal Foldable Gold;20,00;4;3.0;1;Keyboard Only;Bluetooth;Membrane
Universal Foldable Gold;20,00;4;3.0;1;Keyboard Only;Bluetooth;Membrane
Universal Foldable Rose Gold;23,98;2;0.0;0;Keyboard Only;Bluetooth;Membrane
Universal Foldable Rose Gold;23,98;2;0.0;0;Keyboard Only;Bluetooth;Membrane
Universal Foldable Silver;21,20;2;0.0;0;Keyboard Only;Bluetooth;Membrane
Universal Foldable Silver;21,20;2;0.0;0;Keyboard Only;Bluetooth;Membrane
Vakoss TK-525BK;32,00;2;0.0;0;Keyboard with Touchpad;USB;Membrane
Vakoss TK-525BK;32,00;2;0.0;0;Keyboard with Touchpad;USB;Membrane
Viboton i8 Plus;16,70;2;0.0;0;Keyboard with Touchpad;Bluetooth;Membrane
Viboton i8 Plus;16,70;2;0.0;0;Keyboard with Touchpad;Bluetooth;Membrane
Viboton i8 Plus Mini;14,90;0;0.0;0;Keyboard with Touchpad;Bluetooth;Membrane
Viboton i8 Plus Mini;14,90;0;0.0;0;Keyboard with Touchpad;Bluetooth;Membrane
Viboton S1;23,85;0;4.0;1;Keyboard Only;USB;Membrane
Viboton S1;23,85;0;4.0;1;Keyboard Only;USB;Membrane
Visiontek CandyBoard Wireless;59,00;0;0.0;0;Keyboard with Touchpad;USB / Wireless;Membrane
Visiontek CandyBoard Wireless;59,00;0;0.0;0;Keyboard with Touchpad;USB / Wireless;Membrane
Weibo WB-560;14,30;0;0.0;0;Keyboard Only;USB;Membrane
Weibo WB-560;14,30;0;0.0;0;Keyboard Only;USB;Membrane
Weibo WB-8011;16,20;3;0.0;0;Keyboard and Mouse Set;USB;Membrane
Weibo WB-8011;16,20;3;0.0;0;Keyboard and Mouse Set;USB;Membrane
Weibo WB-8012;13,79;7;0.0;0;Keyboard and Mouse Set;USB;Membrane
Weibo WB-8012;13,79;7;0.0;0;Keyboard and Mouse Set;USB;Membrane
Weibo WB-8033;13,10;2;0.0;0;Keyboard and Mouse Set;USB;Membrane
Weibo WB-8033;13,10;2;0.0;0;Keyboard and Mouse Set;USB;Membrane
Weibo WB-8068;12,94;7;2.8;8;Keyboard and Mouse Set;USB;Membrane
Weibo WB-8068;12,94;7;2.8;8;Keyboard and Mouse Set;USB;Membrane
Xcellon KW-A300B;49,00;0;0.0;0;Keyboard Only;USB;Membrane
Xcellon KW-A300B;49,00;0;0.0;0;Keyboard Only;USB;Membrane
Xiaomi MIIIW Black;31,55;4;4.0;4;Keyboard and Mouse Set;USB;Membrane
Xiaomi MIIIW Black;31,55;4;4.0;4;Keyboard and Mouse Set;USB;Membrane
Xiaomi MIIIW MWBK01 Black;58,70;0;5.0;1;Keyboard Only;Bluetooth;Membrane
Xiaomi MIIIW MWBK01 Black;58,70;0;5.0;1;Keyboard Only;Bluetooth;Membrane
Xiaomi MIIIW MWBK01 White;57,90;2;5.0;1;Keyboard Only;Bluetooth;Membrane
Xiaomi MIIIW MWBK01 White;57,90;2;5.0;1;Keyboard Only;Bluetooth;Membrane
Xiaomi MIIIW White;31,55;4;4.0;4;Keyboard and Mouse Set;USB;Membrane
Xiaomi MIIIW White;31,55;4;4.0;4;Keyboard and Mouse Set;USB;Membrane
Xiaomi Wireless Keyboard And Mouse Set;28,90;2;0.0;0;Keyboard and Mouse Set;Bluetooth / Wireless;Membrane
Xiaomi Wireless Keyboard And Mouse Set;28,90;2;0.0;0;Keyboard and Mouse Set;Bluetooth / Wireless;Membrane
XtremeMac Bluetooth Numpad Calculator;69,23;8;0.0;0;Keyboard Only;Bluetooth;Membrane
XtremeMac Bluetooth Numpad Calculator;69,23;8;0.0;0;Keyboard Only;Bluetooth;Membrane
Yenkee YKB 1002CS;10,00;0;0.0;0;Keyboard Only;USB;Membrane
Yenkee YKB 1002CS;10,00;0;0.0;0;Keyboard Only;USB;Membrane
Yenkee YKM 2006US;22,90;3;0.0;0;Keyboard and Mouse Set;USB;Membrane
Yenkee YKM 2006US;22,90;3;0.0;0;Keyboard and Mouse Set;USB;Membrane
Yenkee YKM 2007CS;39,00;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Yenkee YKM 2007CS;39,00;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Zagg Tri Fold;89,90;0;0.0;0;Keyboard Only;Bluetooth;Membrane
Zagg Tri Fold;89,90;0;0.0;0;Keyboard Only;Bluetooth;Membrane
Zagg ZLTKBW-BB0;59,90;2;0.0;0;Keyboard Only;Lightning;Membrane
